ALG,GATES,PLANES,TIME
FCFS,4,9,100
FCFS,2,15,141.8
FCFS,3,7,80
FCFS,1,20,134.8
FCFS,6,4,70.9
FCFS,8,1,42.5
FCFS,4,20,165.6
FCFS,2,6,83
FCFS,5,18,148.2
FCFS,8,3,59.7
FCFS,4,9,100.9
FCFS,1,23,145.9
FCFS,9,19,149.5
FCFS,5,8,90.7
FCFS,6,14,121.8
FCFS,8,9,97.1
FCFS,7,11,115
FCFS,9,17,143.4
FCFS,2,8,95.4
FCFS,7,24,182.3
FCFS,2,7,93.6
FCFS,7,22,166.5
FCFS,8,13,121.8
FCFS,2,24,172.5
FCFS,5,5,74.1
FCFS,4,13,121.7
FCFS,8,9,98.6
FCFS,9,16,129.6
FCFS,5,12,113.8
FCFS,3,9,99.9
FCFS,3,23,185.9
FCFS,6,13,117.7
FCFS,2,8,104.5
FCFS,2,12,127.3
FCFS,4,19,156.7
FCFS,5,20,164.7
FCFS,4,14,136.1
FCFS,3,14,127.1
FCFS,2,12,126.5
FCFS,9,14,131.6
FCFS,2,24,178
FCFS,1,9,88.1
FCFS,9,2,51.4
FCFS,6,12,117
FCFS,7,1,42.2
FCFS,8,11,113.6
FCFS,6,21,164.9
FCFS,9,19,152.6
FCFS,3,15,137.1
FCFS,3,11,106.6
FCFS,8,9,97.6
FCFS,8,10,96.5
FCFS,9,17,141.8
FCFS,9,20,152.3
FCFS,4,8,93.5
FCFS,3,12,128.7
FCFS,4,23,182.2
FCFS,7,8,92.8
FCFS,4,23,171.3
FCFS,4,13,119.9
FCFS,9,18,147.4
FCFS,1,2,47.4
FCFS,9,23,175.9
FCFS,9,17,142.3
FCFS,6,15,129
FCFS,2,16,139.8
FCFS,3,18,155.9
FCFS,1,14,109.8
FCFS,5,18,141.6
FCFS,1,11,98.8
FCFS,5,4,67
FCFS,6,7,86.5
FCFS,2,6,90.4
FCFS,4,22,178.3
FCFS,1,9,90.9
FCFS,2,1,36.5
FCFS,1,19,128.8
FCFS,5,15,128.2
FCFS,4,19,149.2
FCFS,7,22,161.3
FCFS,9,7,85.3
FCFS,7,9,97.1
FCFS,3,19,153.3
FCFS,7,14,124.6
FCFS,2,21,155.8
FCFS,4,1,37.2
FCFS,5,1,40.2
FCFS,2,6,92.8
FCFS,5,15,133.1
FCFS,8,20,154.6
FCFS,3,3,58.6
FCFS,6,14,128.7
FCFS,5,13,121.9
FCFS,7,10,103.6
FCFS,1,16,122.8
FCFS,4,8,90.5
FCFS,7,16,142.8
FCFS,3,20,163.6
FCFS,5,4,67.2
FCFS,9,21,165.9
FCFS,2,14,130.3
FCFS,2,15,136.3
FCFS,6,24,175.8
FCFS,4,5,76
FCFS,4,21,167.7
FCFS,3,21,167.6
FCFS,1,14,119.8
FCFS,1,15,132.1
FCFS,7,9,97
FCFS,3,5,77.2
FCFS,8,23,176.9
FCFS,7,1,43
FCFS,6,22,169.9
FCFS,3,19,160.1
FCFS,1,16,123.9
FCFS,1,2,45.9
FCFS,8,15,131.2
FCFS,8,6,78.3
FCFS,4,16,142
FCFS,9,15,126.7
FCFS,1,7,85.4
FCFS,3,21,165.3
FCFS,9,7,87.3
FCFS,6,20,152
FCFS,7,3,58.7
FCFS,4,21,164.9
FCFS,5,9,97.9
FCFS,7,24,173.7
FCFS,8,5,75.2
FCFS,3,6,84.3
FCFS,9,22,170.3
FCFS,8,17,140
FCFS,7,9,101.1
FCFS,6,18,151.3
FCFS,7,21,160.1
FCFS,9,9,94.2
FCFS,3,4,68.1
FCFS,8,2,47.3
FCFS,8,1,46.3
FCFS,9,12,121.8
FCFS,2,21,159.4
FCFS,9,4,65.2
FCFS,6,4,60
FCFS,1,18,130
FCFS,5,22,168
FCFS,8,17,140.9
FCFS,3,6,78.7
FCFS,4,1,38.2
FCFS,1,9,92.9
FCFS,5,22,165.1
FCFS,2,7,92.9
FCFS,4,18,147.8
FCFS,9,10,104.2
FCFS,1,7,85.4
FCFS,1,12,106.9
FCFS,4,16,146.4
FCFS,3,10,98.3
FCFS,7,12,113.7
FCFS,8,18,142
FCFS,7,17,142.7
FCFS,6,1,41.5
FCFS,3,19,161.2
FCFS,6,2,48.3
FCFS,8,17,145.8
FCFS,6,8,85.7
FCFS,1,13,105.8
FCFS,9,22,160.3
FCFS,7,16,136.1
FCFS,8,12,116.3
FCFS,2,13,117.9
FCFS,7,10,101.3
FCFS,8,15,127.3
FCFS,3,21,167.2
FCFS,8,10,104.5
FCFS,3,21,168.9
FCFS,6,16,135.9
FCFS,2,8,108.7
FCFS,6,12,120.6
FCFS,4,10,105.4
FCFS,8,8,90.8
FCFS,5,7,87.2
FCFS,8,18,153.8
FCFS,6,15,131.7
FCFS,4,12,114.2
FCFS,7,17,145
FCFS,9,6,78.2
FCFS,5,7,88.5
FCFS,3,8,96.2
FCFS,9,1,44.3
FCFS,8,12,111.6
FCFS,8,4,70.3
FCFS,9,24,184.1
FCFS,9,1,45
FCFS,7,18,148.9
FCFS,1,13,112.3
FCFS,1,8,86.8
FCFS,7,13,123.5
FCFS,9,23,171.3
FCFS,8,24,176.8
FCFS,3,6,81.4
FCFS,1,19,134.4
FCFS,1,5,69.7
FCFS,7,3,57.9
FCFS,8,8,92.2
FCFS,2,21,160.6
FCFS,4,14,135.1
FCFS,5,23,170.4
FCFS,4,17,137.4
FCFS,7,12,109.8
FCFS,6,20,156.5
FCFS,7,22,164.2
FCFS,7,22,172.5
FCFS,2,12,119.2
FCFS,6,11,111.6
FCFS,4,14,120.4
FCFS,3,9,106.4
FCFS,3,19,158.7
FCFS,2,1,34.7
FCFS,9,15,127.4
FCFS,3,22,161.3
FCFS,9,15,125.9
FCFS,4,21,164.9
FCFS,8,11,108.2
FCFS,1,4,59.6
FCFS,5,1,41.2
FCFS,2,12,116
FCFS,6,24,176
FCFS,1,9,94.6
FCFS,5,3,56.6
FCFS,9,15,128.5
FCFS,7,8,91.3
FCFS,5,6,76.7
FCFS,3,20,164.4
FCFS,7,17,138.9
FCFS,5,12,114.6
FCFS,6,20,162.7
FCFS,5,22,170.4
FCFS,9,2,49.1
FCFS,5,23,178.6
FCFS,6,7,85.6
FCFS,4,2,47
FCFS,1,14,118.3
FCFS,2,22,159.5
FCFS,2,8,96.4
FCFS,1,22,149.6
FCFS,1,1,32.1
FCFS,9,8,92.6
FCFS,8,24,175.7
FCFS,4,17,141.7
FCFS,1,14,111.4
FCFS,4,6,74.3
FCFS,5,13,118.8
FCFS,9,17,137.6
FCFS,4,8,92.3
FCFS,4,13,126.3
FCFS,6,3,51.5
FCFS,1,7,80.2
FCFS,8,21,165.1
FCFS,2,4,76.5
FCFS,6,15,129.4
FCFS,5,1,40.1
FCFS,5,20,154.2
FCFS,7,12,120.3
FCFS,9,6,77.5
FCFS,2,14,131.9
FCFS,6,7,86.5
FCFS,2,24,166.7
FCFS,6,9,96.9
FCFS,1,22,144.5
FCFS,9,10,102.3
FCFS,8,20,159.5
FCFS,5,17,147.8
FCFS,5,23,177.2
FCFS,3,21,161.3
FCFS,1,3,51.1
FCFS,5,18,156
FCFS,9,19,156.1
FCFS,7,2,47.7
FCFS,1,15,113.3
FCFS,9,1,46.2
FCFS,4,17,148
FCFS,4,21,160
FCFS,5,3,58
FCFS,2,14,129.5
FCFS,3,16,143.1
FCFS,1,24,162.7
FCFS,6,19,156.1
FCFS,2,20,156.7
FCFS,3,19,159.5
FCFS,1,13,106.8
FCFS,9,21,159.3
FCFS,5,20,163.7
FCFS,7,11,108.4
FCFS,1,20,138.2
FCFS,6,2,51.2
FCFS,8,1,43.4
FCFS,4,2,47.1
FCFS,4,8,95.1
FCFS,4,24,177.2
FCFS,4,10,103.6
FCFS,7,22,162.3
FCFS,8,17,136.1
FCFS,6,3,56.7
FCFS,2,19,155.1
FCFS,9,2,55.5
FCFS,3,24,187
FCFS,9,14,122.3
FCFS,7,3,56.5
FCFS,4,15,134.2
FCFS,4,22,172.6
FCFS,5,18,143.8
FCFS,1,2,41.2
FCFS,2,6,92.1
FCFS,4,1,38.1
FCFS,4,7,87.9
FCFS,4,5,75.7
FCFS,2,23,169.1
FCFS,2,3,66
FCFS,9,6,81.4
FCFS,8,9,94.9
FCFS,6,23,167.1
FCFS,2,1,36.4
FCFS,7,17,141
FCFS,1,6,74.6
FCFS,6,7,90.2
FCFS,6,21,169.9
FCFS,9,11,105.5
FCFS,5,17,138.3
FCFS,7,17,145.9
FCFS,9,16,132.7
FCFS,4,15,133
FCFS,7,21,163.3
FCFS,5,18,145.2
FCFS,4,9,105.8
FCFS,9,22,172.5
FCFS,6,13,120
FCFS,1,3,61
FCFS,1,12,106.6
FCFS,8,11,111
FCFS,5,8,93.8
FCFS,9,23,173
FCFS,7,3,55.7
FCFS,6,14,121.8
FCFS,9,24,178
FCFS,6,11,105.8
FCFS,5,11,108.1
FCFS,4,8,86.8
FCFS,5,5,79.6
FCFS,4,19,159.6
FCFS,2,11,121.8
FCFS,8,10,108.6
FCFS,3,4,69.6
FCFS,2,2,47.3
FCFS,4,12,117.4
FCFS,6,12,115.8
FCFS,8,1,42.6
FCFS,2,9,107.5
FCFS,7,24,188.1
FCFS,2,8,103
FCFS,2,3,64.6
FCFS,4,13,128.9
FCFS,3,24,179
FCFS,9,13,122.2
FCFS,7,8,91.3
FCFS,9,22,168.6
FCFS,1,8,84.7
FCFS,2,11,109.8
FCFS,2,2,51.3
FCFS,8,19,150.5
FCFS,4,16,139
FCFS,6,3,52.4
FCFS,8,11,105.8
FCFS,6,15,131.8
FCFS,2,5,83.5
FCFS,5,11,108.4
FCFS,6,5,75.2
FCFS,3,6,77.5
FCFS,1,15,115.6
FCFS,9,20,152.8
FCFS,2,19,154.5
FCFS,8,22,166.5
FCFS,5,13,119.6
FCFS,9,8,87.6
FCFS,2,9,101.7
FCFS,8,3,54.1
FCFS,5,22,167.6
FCFS,7,14,122
FCFS,9,2,51.8
FCFS,2,23,164.4
FCFS,9,16,133.4
FCFS,2,18,148.7
FCFS,4,6,89.4
FCFS,7,20,161.1
FCFS,2,21,161.3
FCFS,1,14,114.7
FCFS,9,9,96.8
FCFS,5,1,37.2
FCFS,3,12,124.6
FCFS,9,3,62.3
FCFS,7,12,111.1
FCFS,1,7,80.7
FCFS,6,2,48.3
FCFS,6,15,134.1
FCFS,5,2,46.3
FCFS,7,6,81
FCFS,6,2,45.2
FCFS,8,6,78
