ALGORITHM,GATES,PLANES,TIME,,,
FWCHECK,9,9,121.1,,,
FWCHECK,2,2,58.7,,,
FWCHECK,4,11,145.7,,,
FWCHECK,5,10,126.7,,,
FWCHECK,2,12,237.6,,,
FWCHECK,9,17,186.1,,,
FWCHECK,2,11,219.1,,,
FWCHECK,2,18,333.8,,,
FWCHECK,3,19,216.4,,,
FWCHECK,5,1,39.9,,,
FWCHECK,2,4,92,,,
FWCHECK,9,13,160.2,,,
FWCHECK,5,18,193.4,,,
FWCHECK,9,12,148.4,,,
FWCHECK,2,13,240.3,,,
FWCHECK,2,17,302.6,,,
FWCHECK,1,16,125.2,,,
FWCHECK,6,19,213.2,,,
FWCHECK,3,3,58.4,,,
FWCHECK,8,9,117.6,,,
FWCHECK,3,2,49,,,
FWCHECK,5,12,157.2,,,
FWCHECK,9,18,189.9,,,
FWCHECK,1,11,92.2,,,
FWCHECK,2,23,408.5,,,
FWCHECK,6,13,155.9,,,
FWCHECK,8,2,55.5,,,
FWCHECK,2,11,206.3,,,
FWCHECK,2,9,184.5,,,
FWCHECK,9,11,132.9,,,
FWCHECK,5,22,243.3,,,
FWCHECK,4,23,257.3,,,
FWCHECK,5,11,131.2,,,
FWCHECK,4,8,129.8,,,
FWCHECK,2,9,191.8,,,
FWCHECK,5,1,39.5,,,
FWCHECK,2,23,414.8,,,
FWCHECK,8,10,130.8,,,
FWCHECK,1,17,122.9,,,
FWCHECK,8,5,87.9,,,
FWCHECK,4,1,38.1,,,
FWCHECK,4,24,263.6,,,
FWCHECK,2,15,280.7,,,
FWCHECK,8,2,53.8,,,
FWCHECK,6,16,172.1,,,
FWCHECK,9,6,99,,,
FWCHECK,4,20,222.6,,,
FWCHECK,6,23,224.2,,,
FWCHECK,2,9,183.8,,,
FWCHECK,2,2,56.8,,,
FWCHECK,1,14,106.1,,,
FWCHECK,8,18,201.9,,,
FWCHECK,1,3,56.7,,,
FWCHECK,9,15,177.6,,,
FWCHECK,6,11,130.9,,,
FWCHECK,3,12,149,,,
FWCHECK,6,24,236.6,,,
FWCHECK,5,24,245.9,,,
FWCHECK,5,13,158.1,,,
FWCHECK,3,19,203.9,,,
FWCHECK,5,12,131.2,,,
FWCHECK,7,18,206.6,,,
FWCHECK,1,22,145.1,,,
FWCHECK,6,17,185.3,,,
FWCHECK,8,7,109.4,,,
FWCHECK,6,13,150.5,,,
FWCHECK,9,1,46.9,,,
FWCHECK,9,6,94.2,,,
FWCHECK,2,16,298.9,,,
FWCHECK,6,7,96.7,,,
FWCHECK,2,12,242.9,,,
FWCHECK,1,10,92.1,,,
FWCHECK,9,3,68.2,,,
FWCHECK,2,24,418.4,,,
FWCHECK,4,10,131.2,,,
FWCHECK,8,1,42.5,,,
FWCHECK,7,9,129.4,,,
FWCHECK,1,18,129.3,,,
FWCHECK,9,9,121.4,,,
FWCHECK,1,22,146.1,,,
FWCHECK,1,8,78.1,,,
FWCHECK,6,16,178.9,,,
FWCHECK,9,2,57,,,
FWCHECK,9,8,113.2,,,
FWCHECK,1,10,95.3,,,
FWCHECK,4,22,247.1,,,
FWCHECK,2,7,150.1,,,
FWCHECK,3,21,218.5,,,
FWCHECK,7,4,73.8,,,
FWCHECK,9,16,181.1,,,
FWCHECK,5,2,48.6,,,
FWCHECK,8,5,87.6,,,
FWCHECK,7,20,203,,,
FWCHECK,3,5,83.5,,,
FWCHECK,2,7,156.9,,,
FWCHECK,6,15,167.5,,,
FWCHECK,2,6,131.9,,,
FWCHECK,4,6,90.7,,,
FWCHECK,8,13,151.3,,,
FWCHECK,2,24,433.5,,,
FWCHECK,9,15,169.4,,,
FWCHECK,4,20,229.7,,,
FWCHECK,6,13,160,,,
FWCHECK,2,12,226.4,,,
FWCHECK,4,21,227.6,,,
FWCHECK,6,23,228,,,
FWCHECK,9,9,121.8,,,
FWCHECK,8,24,239.6,,,
FWCHECK,8,22,228.9,,,
FWCHECK,4,19,226.7,,,
FWCHECK,1,18,126.1,,,
FWCHECK,2,18,334.8,,,
FWCHECK,3,12,151.5,,,
FWCHECK,1,4,62.1,,,
FWCHECK,4,23,248.5,,,
FWCHECK,3,20,201.6,,,
FWCHECK,5,18,192.3,,,
FWCHECK,1,10,84.7,,,
FWCHECK,8,17,193.2,,,
FWCHECK,2,8,166.9,,,
FWCHECK,1,6,66.3,,,
FWCHECK,8,11,132.1,,,
FWCHECK,9,6,99,,,
FWCHECK,3,8,109.5,,,
FWCHECK,4,6,86.9,,,
FWCHECK,7,14,161.4,,,
FWCHECK,6,2,54,,,
FWCHECK,6,11,137.6,,,
FWCHECK,6,7,103.5,,,
FWCHECK,3,22,223.1,,,
FWCHECK,4,13,159.3,,,
FWCHECK,5,6,99.7,,,
FWCHECK,6,15,169.9,,,
FWCHECK,8,22,216.9,,,
FWCHECK,8,13,152.4,,,
FWCHECK,1,3,59.4,,,
FWCHECK,6,12,140.4,,,
FWCHECK,7,3,68.6,,,
FWCHECK,8,15,181.2,,,
FWCHECK,5,23,244.9,,,
FWCHECK,8,23,232.6,,,
FWCHECK,5,21,215.9,,,
FWCHECK,1,21,141.7,,,
FWCHECK,1,7,68.3,,,
FWCHECK,8,1,44.2,,,
FWCHECK,1,21,141.5,,,
FWCHECK,1,23,147.8,,,
FWCHECK,8,16,178.7,,,
FWCHECK,9,20,208.5,,,
FWCHECK,6,8,105.8,,,
FWCHECK,4,1,38.5,,,
FWCHECK,3,20,211.3,,,
FWCHECK,5,8,106.9,,,
FWCHECK,5,5,81.4,,,
FWCHECK,7,13,156,,,
FWCHECK,4,24,268.6,,,
FWCHECK,4,16,191.4,,,
FWCHECK,7,9,119.2,,,
FWCHECK,7,14,158.5,,,
FWCHECK,5,15,173.7,,,
FWCHECK,8,9,125.5,,,
FWCHECK,7,20,209.4,,,
FWCHECK,1,2,44.6,,,
FWCHECK,5,3,55.7,,,
FWCHECK,3,23,234.4,,,
FWCHECK,6,21,219.9,,,
FWCHECK,3,13,164.7,,,
FWCHECK,5,12,141.3,,,
FWCHECK,5,1,40,,,
FWCHECK,4,6,92,,,
FWCHECK,8,22,228.4,,,
FWCHECK,3,15,171.3,,,
FWCHECK,4,20,231.9,,,
FWCHECK,6,11,133.5,,,
FWCHECK,9,17,189.2,,,
FWCHECK,2,7,148.3,,,
FWCHECK,8,9,116,,,
FWCHECK,3,7,101.4,,,
FWCHECK,1,15,112.8,,,
FWCHECK,3,7,97.3,,,
FWCHECK,7,9,116.3,,,
FWCHECK,2,13,248.5,,,
FWCHECK,4,22,245.6,,,
FWCHECK,4,22,243.6,,,
FWCHECK,8,22,213.3,,,
FWCHECK,1,17,127.8,,,
FWCHECK,3,12,157.9,,,
FWCHECK,5,14,169.7,,,
FWCHECK,6,6,91.6,,,
FWCHECK,6,22,230.1,,,
FWCHECK,5,15,175,,,
FWCHECK,9,19,203.6,,,
FWCHECK,7,2,55.8,,,
FWCHECK,7,8,106.5,,,
FWCHECK,3,1,35.7,,,
FWCHECK,9,22,228.8,,,
FWCHECK,9,7,109.7,,,
FWCHECK,2,1,36.4,,,
FWCHECK,4,8,115.7,,,
FWCHECK,5,9,120.4,,,
FWCHECK,1,13,101.9,,,
FWCHECK,8,17,192.8,,,
FWCHECK,3,8,109.9,,,
FWCHECK,2,16,312.1,,,
FWCHECK,7,7,114.8,,,
